type,organism,conservation_score
NE,S. cerevisiae,0.507003
NE,S. cerevisiae,0.4731235
NE,S. cerevisiae,0.466438
NE,S. cerevisiae,0.4301935
NE,S. cerevisiae,0.4301935
NE,S. cerevisiae,0.769012
NE,S. cerevisiae,0.4811245
NE,S. cerevisiae,0.4952365
NE,S. cerevisiae,0.662952
NE,S. cerevisiae,0.8018635
NE,S. cerevisiae,0.805235
NE,S. cerevisiae,0.409823
NE,S. cerevisiae,0.50725
NE,S. cerevisiae,0.803481
NE,S. cerevisiae,0.404438
NE,S. cerevisiae,0.720267
NE,S. cerevisiae,0.422649
NE,S. cerevisiae,0.457641
NE,S. cerevisiae,0.519122
NE,S. cerevisiae,0.369094
NE,S. cerevisiae,0.698912
NE,S. cerevisiae,0.3859
NE,S. cerevisiae,0.5378795
NE,S. cerevisiae,0.602937
NE,S. cerevisiae,0.624241
NE,S. cerevisiae,0.6504465
NE,S. cerevisiae,0.6347595
NE,S. cerevisiae,0.677471
NE,S. cerevisiae,0.5548565
NE,S. cerevisiae,0.571796
NE,S. cerevisiae,0.407634
NE,S. cerevisiae,0.425467
NE,S. cerevisiae,0.642984
NE,S. cerevisiae,0.527627
NE,S. cerevisiae,0.561574
NE,S. cerevisiae,0.745919
NE,S. cerevisiae,0.47567
NE,S. cerevisiae,0.681003
NE,S. cerevisiae,0.5108515
NE,S. cerevisiae,0.617703
NE,S. cerevisiae,0.5141515
NE,S. cerevisiae,0.436834
NE,S. cerevisiae,0.403133
NE,S. cerevisiae,0.628133
NE,S. cerevisiae,0.561064
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.414081
NE,S. cerevisiae,0.457193
NE,S. cerevisiae,0.572824
NE,S. cerevisiae,0.440254
NE,S. cerevisiae,0.5779605
NE,S. cerevisiae,0.587325
NE,S. cerevisiae,0.453962
NE,S. cerevisiae,0.348427
NE,S. cerevisiae,0.545618
NE,S. cerevisiae,0.4831795
NE,S. cerevisiae,0.5830265
NE,S. cerevisiae,0.787127
NE,S. cerevisiae,0.7803265
NE,S. cerevisiae,0.480511
NE,S. cerevisiae,0.522547
NE,S. cerevisiae,0.513575
NE,S. cerevisiae,0.4507715
NE,S. cerevisiae,0.4735295
NE,S. cerevisiae,0.5270695
NE,S. cerevisiae,0.467646
NE,S. cerevisiae,0.642657
NE,S. cerevisiae,0.498681
NE,S. cerevisiae,0.483162
NE,S. cerevisiae,0.451094
NE,S. cerevisiae,0.510329
NE,S. cerevisiae,0.644084
NE,S. cerevisiae,0.510266
NE,S. cerevisiae,0.656397
NE,S. cerevisiae,0.6493155
NE,S. cerevisiae,0.624277
NE,S. cerevisiae,0.397076
NE,S. cerevisiae,0.597015
NE,S. cerevisiae,0.728738
NE,S. cerevisiae,0.6029865
NE,S. cerevisiae,0.425569
NE,S. cerevisiae,0.508266
NE,S. cerevisiae,0.506454
NE,S. cerevisiae,0.4128755
NE,S. cerevisiae,0.666762
NE,S. cerevisiae,0.522258
NE,S. cerevisiae,0.462347
NE,S. cerevisiae,0.530426
NE,S. cerevisiae,0.4489
NE,S. cerevisiae,0.383846
NE,S. cerevisiae,0.797273
NE,S. cerevisiae,0.69598
NE,S. cerevisiae,0.545111
NE,S. cerevisiae,0.562408
NE,S. cerevisiae,0.5264
NE,S. cerevisiae,0.4789665
NE,S. cerevisiae,0.6263945
NE,S. cerevisiae,0.5480435
NE,S. cerevisiae,0.4887885
NE,S. cerevisiae,0.743436
NE,S. cerevisiae,0.725117
NE,S. cerevisiae,0.680554
NE,S. cerevisiae,0.475014
NE,S. cerevisiae,0.4255765
NE,S. cerevisiae,0.735782
NE,S. cerevisiae,0.375149
NE,S. cerevisiae,0.585283
NE,S. cerevisiae,0.483526
NE,S. cerevisiae,0.5155195
NE,S. cerevisiae,0.707861
NE,S. cerevisiae,0.539199
NE,S. cerevisiae,0.5497555
NE,S. cerevisiae,0.47117
NE,S. cerevisiae,0.456971
NE,S. cerevisiae,0.80208
NE,S. cerevisiae,0.424757
NE,S. cerevisiae,0.598058
NE,S. cerevisiae,0.606667
NE,S. cerevisiae,0.54235
NE,S. cerevisiae,0.420187
NE,S. cerevisiae,0.4300335
NE,S. cerevisiae,0.594147
NE,S. cerevisiae,0.647383
NE,S. cerevisiae,0.698188
NE,S. cerevisiae,0.304248
NE,S. cerevisiae,0.653279
NE,S. cerevisiae,0.631064
NE,S. cerevisiae,0.683963
NE,S. cerevisiae,0.348064
NE,S. cerevisiae,0.5850365
NE,S. cerevisiae,0.5981835
NE,S. cerevisiae,0.504282
NE,S. cerevisiae,0.779235
NE,S. cerevisiae,0.767634
NE,S. cerevisiae,0.700958
NE,S. cerevisiae,0.500445
NE,S. cerevisiae,0.7731695
NE,S. cerevisiae,0.594527
NE,S. cerevisiae,0.6721725
NE,S. cerevisiae,0.557587
NE,S. cerevisiae,0.752537
NE,S. cerevisiae,0.704447
NE,S. cerevisiae,0.495531
NE,S. cerevisiae,0.423804
NE,S. cerevisiae,0.601887
NE,S. cerevisiae,0.495184
NE,S. cerevisiae,0.625068
NE,S. cerevisiae,0.689366
NE,S. cerevisiae,0.410762
NE,S. cerevisiae,0.331477
NE,S. cerevisiae,0.542473
NE,S. cerevisiae,0.7448355
NE,S. cerevisiae,0.5713085
NE,S. cerevisiae,0.475917
NE,S. cerevisiae,0.418809
NE,S. cerevisiae,0.7512565
NE,S. cerevisiae,0.483877
NE,S. cerevisiae,0.805107
NE,S. cerevisiae,0.633873
NE,S. cerevisiae,0.647385
NE,S. cerevisiae,0.607088
NE,S. cerevisiae,0.636472
NE,S. cerevisiae,0.466158
NE,S. cerevisiae,0.5038445
NE,S. cerevisiae,0.548284
NE,S. cerevisiae,0.586102
NE,S. cerevisiae,0.54475
NE,S. cerevisiae,0.8113195
NE,S. cerevisiae,0.6190675
NE,S. cerevisiae,0.442541
NE,S. cerevisiae,0.421147
NE,S. cerevisiae,0.755431
NE,S. cerevisiae,0.470502
NE,S. cerevisiae,0.4944975
NE,S. cerevisiae,0.677629
NE,S. cerevisiae,0.466405
NE,S. cerevisiae,0.694796
NE,S. cerevisiae,0.5037535
NE,S. cerevisiae,0.4469915
NE,S. cerevisiae,0.4612715
NE,S. cerevisiae,0.4715475
NE,S. cerevisiae,0.580997
NE,S. cerevisiae,0.4547465
NE,S. cerevisiae,0.760344
NE,S. cerevisiae,0.463939
NE,S. cerevisiae,0.734712
NE,S. cerevisiae,0.651775
NE,S. cerevisiae,0.540001
NE,S. cerevisiae,0.4823285
NE,S. cerevisiae,0.363841
NE,S. cerevisiae,0.4033405
NE,S. cerevisiae,0.3259065
NE,S. cerevisiae,0.706025
NE,S. cerevisiae,0.5371525
NE,S. cerevisiae,0.444491
NE,S. cerevisiae,0.621195
NE,S. cerevisiae,0.639997
NE,S. cerevisiae,0.6285295
NE,S. cerevisiae,0.720182
NE,S. cerevisiae,0.657935
NE,S. cerevisiae,0.639016
NE,S. cerevisiae,0.417238
NE,S. cerevisiae,0.3844965
NE,S. cerevisiae,0.3844965
NE,S. cerevisiae,0.790974
NE,S. cerevisiae,0.481212
NE,S. cerevisiae,0.501644
NE,S. cerevisiae,0.8081075
NE,S. cerevisiae,0.5519
NE,S. cerevisiae,0.40735
NE,S. cerevisiae,0.462174
NE,S. cerevisiae,0.627296
NE,S. cerevisiae,0.7234425
NE,S. cerevisiae,0.593665
NE,S. cerevisiae,0.5752095
NE,S. cerevisiae,0.38269
NE,S. cerevisiae,0.5740775
NE,S. cerevisiae,0.6980605
NE,S. cerevisiae,0.630625
NE,S. cerevisiae,0.4968585
NE,S. cerevisiae,0.599846
NE,S. cerevisiae,0.435545
NE,S. cerevisiae,0.6772125
NE,S. cerevisiae,0.459886
NE,S. cerevisiae,0.498084
NE,S. cerevisiae,0.6354245
NE,S. cerevisiae,0.710856
NE,S. cerevisiae,0.50481
NE,S. cerevisiae,0.512979
NE,S. cerevisiae,0.530923
NE,S. cerevisiae,0.7837045
NE,S. cerevisiae,0.359377
NE,S. cerevisiae,0.5358625
NE,S. cerevisiae,0.618944
NE,S. cerevisiae,0.5201725
NE,S. cerevisiae,0.6019945
NE,S. cerevisiae,0.569206
NE,S. cerevisiae,0.521653
NE,S. cerevisiae,0.543376
NE,S. cerevisiae,0.570511
NE,S. cerevisiae,0.783056
NE,S. cerevisiae,0.538779
NE,S. cerevisiae,0.624065
NE,S. cerevisiae,0.60508
NE,S. cerevisiae,0.398139
NE,S. cerevisiae,0.7312445
NE,S. cerevisiae,0.5629525
NE,S. cerevisiae,0.429223
NE,S. cerevisiae,0.657308
NE,S. cerevisiae,0.801914
NE,S. cerevisiae,0.493116
NE,S. cerevisiae,0.5916155
NE,S. cerevisiae,0.5916155
NE,S. cerevisiae,0.725164
NE,S. cerevisiae,0.41195
NE,S. cerevisiae,0.5266365
NE,S. cerevisiae,0.716178
NE,S. cerevisiae,0.3869635
NE,S. cerevisiae,0.5982495
NE,S. cerevisiae,0.512519
NE,S. cerevisiae,0.5189485
NE,S. cerevisiae,0.443828
NE,S. cerevisiae,0.508224
NE,S. cerevisiae,0.701461
NE,S. cerevisiae,0.42876
NE,S. cerevisiae,0.59358
NE,S. cerevisiae,0.44927
NE,S. cerevisiae,0.553596
NE,S. cerevisiae,0.562389
NE,S. cerevisiae,0.730665
NE,S. cerevisiae,0.562209
NE,S. cerevisiae,0.647833
NE,S. cerevisiae,0.460712
NE,S. cerevisiae,0.498681
NE,S. cerevisiae,0.451094
NE,S. cerevisiae,0.417054
NE,S. cerevisiae,0.492699
NE,S. cerevisiae,0.466929
NE,S. cerevisiae,0.5352055
NE,S. cerevisiae,0.4343225
NE,S. cerevisiae,0.470186
NE,S. cerevisiae,0.691899
NE,S. cerevisiae,0.542917
NE,S. cerevisiae,0.482043
NE,S. cerevisiae,0.539634
NE,S. cerevisiae,0.6178
NE,S. cerevisiae,0.653439
NE,S. cerevisiae,0.6019905
NE,S. cerevisiae,0.5806585
NE,S. cerevisiae,0.4436505
NE,S. cerevisiae,0.5599485
NE,S. cerevisiae,0.54159
NE,S. cerevisiae,0.686057
NE,S. cerevisiae,0.623538
NE,S. cerevisiae,0.74486
NE,S. cerevisiae,0.5047395
NE,S. cerevisiae,0.466718
NE,S. cerevisiae,0.639722
NE,S. cerevisiae,0.745918
NE,S. cerevisiae,0.520216
NE,S. cerevisiae,0.467126
NE,S. cerevisiae,0.698985
NE,S. cerevisiae,0.7597875
NE,S. cerevisiae,0.428916
NE,S. cerevisiae,0.477654
NE,S. cerevisiae,0.5297545
NE,S. cerevisiae,0.4211235
NE,S. cerevisiae,0.464386
NE,S. cerevisiae,0.495185
NE,S. cerevisiae,0.4458805
NE,S. cerevisiae,0.5571615
NE,S. cerevisiae,0.650296
NE,S. cerevisiae,0.4745325
NE,S. cerevisiae,0.555942
NE,S. cerevisiae,0.422222
NE,S. cerevisiae,0.6107795
NE,S. cerevisiae,0.565663
NE,S. cerevisiae,0.4644845
NE,S. cerevisiae,0.708415
NE,S. cerevisiae,0.785403
NE,S. cerevisiae,0.574899
NE,S. cerevisiae,0.342622
NE,S. cerevisiae,0.63256
NE,S. cerevisiae,0.634476
NE,S. cerevisiae,0.51132
NE,S. cerevisiae,0.541443
NE,S. cerevisiae,0.490702
NE,S. cerevisiae,0.570522
NE,S. cerevisiae,0.459558
NE,S. cerevisiae,0.5471865
NE,S. cerevisiae,0.5456805
NE,S. cerevisiae,0.6525515
NE,S. cerevisiae,0.5103865
NE,S. cerevisiae,0.3810335
NE,S. cerevisiae,0.539636
NE,S. cerevisiae,0.5042335
NE,S. cerevisiae,0.661928
NE,S. cerevisiae,0.501886
NE,S. cerevisiae,0.5042335
NE,S. cerevisiae,0.4264175
NE,S. cerevisiae,0.605041
NE,S. cerevisiae,0.450434
NE,S. cerevisiae,0.50138
NE,S. cerevisiae,0.638795
NE,S. cerevisiae,0.5493525
NE,S. cerevisiae,0.5919025
NE,S. cerevisiae,0.5483045
NE,S. cerevisiae,0.6544225
NE,S. cerevisiae,0.7049245
NE,S. cerevisiae,0.617726
NE,S. cerevisiae,0.617726
NE,S. cerevisiae,0.617726
NE,S. cerevisiae,0.7066685
NE,S. cerevisiae,0.31312
NE,S. cerevisiae,0.4891865
NE,S. cerevisiae,0.440633
NE,S. cerevisiae,0.514181
NE,S. cerevisiae,0.50359
NE,S. cerevisiae,0.535539
NE,S. cerevisiae,0.377202
NE,S. cerevisiae,0.7801765
NE,S. cerevisiae,0.58483
NE,S. cerevisiae,0.7856225
NE,S. cerevisiae,0.318404
NE,S. cerevisiae,0.4888255
NE,S. cerevisiae,0.765465
NE,S. cerevisiae,0.450992
NE,S. cerevisiae,0.501392
NE,S. cerevisiae,0.454143
NE,S. cerevisiae,0.657184
NE,S. cerevisiae,0.563594
NE,S. cerevisiae,0.4603005
NE,S. cerevisiae,0.4603005
NE,S. cerevisiae,0.4985005
NE,S. cerevisiae,0.574292
NE,S. cerevisiae,0.686057
NE,S. cerevisiae,0.4106045
NE,S. cerevisiae,0.395576
NE,S. cerevisiae,0.609779
NE,S. cerevisiae,0.3782
NE,S. cerevisiae,0.667609
NE,S. cerevisiae,0.636053
NE,S. cerevisiae,0.4776125
NE,S. cerevisiae,0.50214
NE,S. cerevisiae,0.452899
NE,S. cerevisiae,0.4603005
NE,S. cerevisiae,0.654864
NE,S. cerevisiae,0.5478985
NE,S. cerevisiae,0.4080665
NE,S. cerevisiae,0.473816
NE,S. cerevisiae,0.626136
NE,S. cerevisiae,0.669696
NE,S. cerevisiae,0.679178
NE,S. cerevisiae,0.608547
NE,S. cerevisiae,0.5663305
NE,S. cerevisiae,0.370384
NE,S. cerevisiae,0.475309
NE,S. cerevisiae,0.478297
NE,S. cerevisiae,0.776217
NE,S. cerevisiae,0.484618
NE,S. cerevisiae,0.791997
NE,S. cerevisiae,0.419096
NE,S. cerevisiae,0.529924
NE,S. cerevisiae,0.75569
NE,S. cerevisiae,0.7305495
NE,S. cerevisiae,0.4603005
NE,S. cerevisiae,0.6292315
NE,S. cerevisiae,0.656812
NE,S. cerevisiae,0.476546
NE,S. cerevisiae,0.6126145
NE,S. cerevisiae,0.546089
NE,S. cerevisiae,0.60289
NE,S. cerevisiae,0.594147
NE,S. cerevisiae,0.718405
NE,S. cerevisiae,0.574899
NE,S. cerevisiae,0.4753985
NE,S. cerevisiae,0.486541
NE,S. cerevisiae,0.431179
NE,S. cerevisiae,0.466842
NE,S. cerevisiae,0.59112
NE,S. cerevisiae,0.504013
NE,S. cerevisiae,0.467355
NE,S. cerevisiae,0.670181
NE,S. cerevisiae,0.795265
NE,S. cerevisiae,0.486216
NE,S. cerevisiae,0.484516
NE,S. cerevisiae,0.443817
NE,S. cerevisiae,0.6804035
NE,S. cerevisiae,0.4264965
NE,S. cerevisiae,0.636053
NE,S. cerevisiae,0.4776125
NE,S. cerevisiae,0.506791
NE,S. cerevisiae,0.476676
NE,S. cerevisiae,0.417125
NE,S. cerevisiae,0.6654375
NE,S. cerevisiae,0.760745
NE,S. cerevisiae,0.695789
NE,S. cerevisiae,0.695789
NE,S. cerevisiae,0.514552
NE,S. cerevisiae,0.67886
NE,S. cerevisiae,0.333779
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.659031
NE,S. cerevisiae,0.496844
NE,S. cerevisiae,0.496844
NE,S. cerevisiae,0.4017325
NE,S. cerevisiae,0.578337
NE,S. cerevisiae,0.618342
NE,S. cerevisiae,0.7162245
NE,S. cerevisiae,0.453828
NE,S. cerevisiae,0.7739495
NE,S. cerevisiae,0.493294
NE,S. cerevisiae,0.5066055
NE,S. cerevisiae,0.4993
NE,S. cerevisiae,0.491882
NE,S. cerevisiae,0.5733755
NE,S. cerevisiae,0.672772
NE,S. cerevisiae,0.45364
NE,S. cerevisiae,0.702956
NE,S. cerevisiae,0.624482
NE,S. cerevisiae,0.6388025
NE,S. cerevisiae,0.4824205
NE,S. cerevisiae,0.472433
NE,S. cerevisiae,0.5091255
NE,S. cerevisiae,0.3009265
NE,S. cerevisiae,0.461308
NE,S. cerevisiae,0.748889
NE,S. cerevisiae,0.618393
NE,S. cerevisiae,0.422776
NE,S. cerevisiae,0.571768
NE,S. cerevisiae,0.577739
NE,S. cerevisiae,0.444259
NE,S. cerevisiae,0.4528665
NE,S. cerevisiae,0.416157
NE,S. cerevisiae,0.6504465
NE,S. cerevisiae,0.8040515
NE,S. cerevisiae,0.62191
NE,S. cerevisiae,0.3942315
NE,S. cerevisiae,0.585077
NE,S. cerevisiae,0.370187
NE,S. cerevisiae,0.701405
NE,S. cerevisiae,0.572232
NE,S. cerevisiae,0.440196
NE,S. cerevisiae,0.645072
NE,S. cerevisiae,0.5332455
NE,S. cerevisiae,0.4618935
NE,S. cerevisiae,0.493062
NE,S. cerevisiae,0.56206
NE,S. cerevisiae,0.450902
NE,S. cerevisiae,0.483874
NE,S. cerevisiae,0.473982
NE,S. cerevisiae,0.4154435
NE,S. cerevisiae,0.475923
NE,S. cerevisiae,0.454013
NE,S. cerevisiae,0.563864
NE,S. cerevisiae,0.546933
NE,S. cerevisiae,0.602693
NE,S. cerevisiae,0.739084
NE,S. cerevisiae,0.575367
NE,S. cerevisiae,0.5340415
NE,S. cerevisiae,0.457106
NE,S. cerevisiae,0.4605295
NE,S. cerevisiae,0.4605295
NE,S. cerevisiae,0.691686
NE,S. cerevisiae,0.542141
NE,S. cerevisiae,0.4961595
NE,S. cerevisiae,0.5970535
NE,S. cerevisiae,0.4821075
NE,S. cerevisiae,0.5210605
NE,S. cerevisiae,0.618342
NE,S. cerevisiae,0.4146195
NE,S. cerevisiae,0.823836
NE,S. cerevisiae,0.487732
NE,S. cerevisiae,0.6089825
NE,S. cerevisiae,0.361919
NE,S. cerevisiae,0.517937
NE,S. cerevisiae,0.512964
NE,S. cerevisiae,0.509246
NE,S. cerevisiae,0.674529
NE,S. cerevisiae,0.4383235
NE,S. cerevisiae,0.480828
NE,S. cerevisiae,0.463527
NE,S. cerevisiae,0.492527
NE,S. cerevisiae,0.530202
NE,S. cerevisiae,0.788717
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.538669
NE,S. cerevisiae,0.449588
NE,S. cerevisiae,0.648129
NE,S. cerevisiae,0.685057
NE,S. cerevisiae,0.736658
NE,S. cerevisiae,0.4341605
NE,S. cerevisiae,0.743894
NE,S. cerevisiae,0.381636
NE,S. cerevisiae,0.5673
NE,S. cerevisiae,0.514238
NE,S. cerevisiae,0.514238
NE,S. cerevisiae,0.797963
NE,S. cerevisiae,0.467773
NE,S. cerevisiae,0.422132
NE,S. cerevisiae,0.744894
NE,S. cerevisiae,0.5088705
NE,S. cerevisiae,0.572602
NE,S. cerevisiae,0.544241
NE,S. cerevisiae,0.453286
NE,S. cerevisiae,0.533761
NE,S. cerevisiae,0.613348
NE,S. cerevisiae,0.568923
NE,S. cerevisiae,0.499814
NE,S. cerevisiae,0.487993
NE,S. cerevisiae,0.605784
NE,S. cerevisiae,0.4433535
NE,S. cerevisiae,0.640386
NE,S. cerevisiae,0.575752
NE,S. cerevisiae,0.543505
NE,S. cerevisiae,0.379636
NE,S. cerevisiae,0.668284
NE,S. cerevisiae,0.61294
NE,S. cerevisiae,0.434889
NE,S. cerevisiae,0.555676
NE,S. cerevisiae,0.533943
NE,S. cerevisiae,0.611047
NE,S. cerevisiae,0.695342
NE,S. cerevisiae,0.424511
NE,S. cerevisiae,0.637888
NE,S. cerevisiae,0.458445
NE,S. cerevisiae,0.478785
NE,S. cerevisiae,0.561085
NE,S. cerevisiae,0.634175
NE,S. cerevisiae,0.436779
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.5888745
NE,S. cerevisiae,0.628624
NE,S. cerevisiae,0.463671
NE,S. cerevisiae,0.587428
NE,S. cerevisiae,0.573563
NE,S. cerevisiae,0.4256865
NE,S. cerevisiae,0.464143
NE,S. cerevisiae,0.570831
NE,S. cerevisiae,0.404845
NE,S. cerevisiae,0.682445
NE,S. cerevisiae,0.520414
NE,S. cerevisiae,0.339957
NE,S. cerevisiae,0.6381525
NE,S. cerevisiae,0.5666275
NE,S. cerevisiae,0.504275
NE,S. cerevisiae,0.629501
NE,S. cerevisiae,0.5799
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.511415
NE,S. cerevisiae,0.749877
NE,S. cerevisiae,0.5452885
NE,S. cerevisiae,0.707601
NE,S. cerevisiae,0.813375
NE,S. cerevisiae,0.331191
NE,S. cerevisiae,0.754925
NE,S. cerevisiae,0.75908
NE,S. cerevisiae,0.440676
NE,S. cerevisiae,0.430137
NE,S. cerevisiae,0.651937
NE,S. cerevisiae,0.58126
NE,S. cerevisiae,0.3973015
NE,S. cerevisiae,0.756645
NE,S. cerevisiae,0.53566
NE,S. cerevisiae,0.585982
NE,S. cerevisiae,0.412241
NE,S. cerevisiae,0.522836
NE,S. cerevisiae,0.619996
NE,S. cerevisiae,0.503349
NE,S. cerevisiae,0.387718
NE,S. cerevisiae,0.58382
NE,S. cerevisiae,0.7055875
NE,S. cerevisiae,0.50928
NE,S. cerevisiae,0.435827
NE,S. cerevisiae,0.486335
NE,S. cerevisiae,0.7715
NE,S. cerevisiae,0.5693635
NE,S. cerevisiae,0.6303945
NE,S. cerevisiae,0.687427
NE,S. cerevisiae,0.720267
NE,S. cerevisiae,0.6074415
NE,S. cerevisiae,0.797177
NE,S. cerevisiae,0.599801
NE,S. cerevisiae,0.599801
NE,S. cerevisiae,0.313214
NE,S. cerevisiae,0.441344
NE,S. cerevisiae,0.389022
NE,S. cerevisiae,0.736231
NE,S. cerevisiae,0.448543
NE,S. cerevisiae,0.294438
NE,S. cerevisiae,0.46649
NE,S. cerevisiae,0.350401
NE,S. cerevisiae,0.526748
NE,S. cerevisiae,0.6823665
NE,S. cerevisiae,0.5276715
NE,S. cerevisiae,0.567786
NE,S. cerevisiae,0.741275
NE,S. cerevisiae,0.567899
NE,S. cerevisiae,0.555838
NE,S. cerevisiae,0.516039
NE,S. cerevisiae,0.724473
NE,S. cerevisiae,0.4213045
NE,S. cerevisiae,0.529455
NE,S. cerevisiae,0.717827
NE,S. cerevisiae,0.527463
NE,S. cerevisiae,0.575288
NE,S. cerevisiae,0.725401
NE,S. cerevisiae,0.569273
NE,S. cerevisiae,0.783533
NE,S. cerevisiae,0.652152
NE,S. cerevisiae,0.716945
NE,S. cerevisiae,0.510397
NE,S. cerevisiae,0.493743
NE,S. cerevisiae,0.450012
NE,S. cerevisiae,0.74184
NE,S. cerevisiae,0.382424
NE,S. cerevisiae,0.486091
NE,S. cerevisiae,0.375731
NE,S. cerevisiae,0.487275
NE,S. cerevisiae,0.685567
NE,S. cerevisiae,0.53603
NE,S. cerevisiae,0.5698515
NE,S. cerevisiae,0.596485
NE,S. cerevisiae,0.526925
NE,S. cerevisiae,0.8018635
NE,S. cerevisiae,0.3756625
NE,S. cerevisiae,0.626136
NE,S. cerevisiae,0.682871
NE,S. cerevisiae,0.657415
NE,S. cerevisiae,0.5288195
NE,S. cerevisiae,0.5561835
NE,S. cerevisiae,0.505547
NE,S. cerevisiae,0.7315465
NE,S. cerevisiae,0.5202665
NE,S. cerevisiae,0.354302
NE,S. cerevisiae,0.586423
NE,S. cerevisiae,0.554024
NE,S. cerevisiae,0.530388
NE,S. cerevisiae,0.555448
NE,S. cerevisiae,0.496515
NE,S. cerevisiae,0.7631795
NE,S. cerevisiae,0.5116465
NE,S. cerevisiae,0.523427
NE,S. cerevisiae,0.486339
NE,S. cerevisiae,0.5326535
NE,S. cerevisiae,0.452081
NE,S. cerevisiae,0.4994805
NE,S. cerevisiae,0.65519
NE,S. cerevisiae,0.4067265
NE,S. cerevisiae,0.605746
NE,S. cerevisiae,0.55313
NE,S. cerevisiae,0.637591
NE,S. cerevisiae,0.6268185
NE,S. cerevisiae,0.460995
NE,S. cerevisiae,0.615687
NE,S. cerevisiae,0.750133
NE,S. cerevisiae,0.427436
NE,S. cerevisiae,0.526538
NE,S. cerevisiae,0.672629
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.392714
NE,S. cerevisiae,0.553596
NE,S. cerevisiae,0.4848875
NE,S. cerevisiae,0.435467
NE,S. cerevisiae,0.536591
NE,S. cerevisiae,0.4398165
NE,S. cerevisiae,0.660728
NE,S. cerevisiae,0.471351
NE,S. cerevisiae,0.482733
NE,S. cerevisiae,0.473472
NE,S. cerevisiae,0.3991075
NE,S. cerevisiae,0.441323
NE,S. cerevisiae,0.460708
NE,S. cerevisiae,0.638838
NE,S. cerevisiae,0.4066215
NE,S. cerevisiae,0.7540555
NE,S. cerevisiae,0.668445
NE,S. cerevisiae,0.585108
NE,S. cerevisiae,0.361862
NE,S. cerevisiae,0.529257
NE,S. cerevisiae,0.735105
NE,S. cerevisiae,0.376349
NE,S. cerevisiae,0.7522765
NE,S. cerevisiae,0.458826
NE,S. cerevisiae,0.365834
NE,S. cerevisiae,0.3997455
NE,S. cerevisiae,0.3965865
NE,S. cerevisiae,0.677757
NE,S. cerevisiae,0.66562
NE,S. cerevisiae,0.6380545
NE,S. cerevisiae,0.577639
NE,S. cerevisiae,0.5307115
NE,S. cerevisiae,0.4199115
NE,S. cerevisiae,0.72041
NE,S. cerevisiae,0.4418115
NE,S. cerevisiae,0.5688835
NE,S. cerevisiae,0.485625
NE,S. cerevisiae,0.749955
NE,S. cerevisiae,0.327101
NE,S. cerevisiae,0.327101
NE,S. cerevisiae,0.591482
NE,S. cerevisiae,0.4881165
NE,S. cerevisiae,0.4274925
NE,S. cerevisiae,0.42623
NE,S. cerevisiae,0.729273
NE,S. cerevisiae,0.6254895
NE,S. cerevisiae,0.424919
NE,S. cerevisiae,0.66278
NE,S. cerevisiae,0.464455
NE,S. cerevisiae,0.622671
NE,S. cerevisiae,0.729592
NE,S. cerevisiae,0.522519
NE,S. cerevisiae,0.586702
NE,S. cerevisiae,0.44446
NE,S. cerevisiae,0.582352
NE,S. cerevisiae,0.6080335
NE,S. cerevisiae,0.72728
NE,S. cerevisiae,0.763332
NE,S. cerevisiae,0.782468
NE,S. cerevisiae,0.478353
NE,S. cerevisiae,0.757498
NE,S. cerevisiae,0.393749
NE,S. cerevisiae,0.5357885
NE,S. cerevisiae,0.4870065
NE,S. cerevisiae,0.352297
NE,S. cerevisiae,0.707896
NE,S. cerevisiae,0.512838
NE,S. cerevisiae,0.385627
NE,S. cerevisiae,0.545463
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.600307
NE,S. cerevisiae,0.5819455
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.314537
NE,S. cerevisiae,0.8093125
NE,S. cerevisiae,0.444835
NE,S. cerevisiae,0.4810865
NE,S. cerevisiae,0.5843645
NE,S. cerevisiae,0.491367
NE,S. cerevisiae,0.775383
NE,S. cerevisiae,0.628217
NE,S. cerevisiae,0.430524
NE,S. cerevisiae,0.7540555
NE,S. cerevisiae,0.668445
NE,S. cerevisiae,0.529257
NE,S. cerevisiae,0.826321
NE,S. cerevisiae,0.48402
NE,S. cerevisiae,0.5597355
NE,S. cerevisiae,0.542739
NE,S. cerevisiae,0.441257
NE,S. cerevisiae,0.7522765
NE,S. cerevisiae,0.410644
NE,S. cerevisiae,0.532606
NE,S. cerevisiae,0.4141745
NE,S. cerevisiae,0.5792485
NE,S. cerevisiae,0.393895
NE,S. cerevisiae,0.455543
NE,S. cerevisiae,0.66562
NE,S. cerevisiae,0.6380545
NE,S. cerevisiae,0.577639
NE,S. cerevisiae,0.355662
NE,S. cerevisiae,0.739082
NE,S. cerevisiae,0.593245
NE,S. cerevisiae,0.68335
NE,S. cerevisiae,0.582761
NE,S. cerevisiae,0.420187
